date,open,high,low,close,vol,mcap
"Sep 04, 2019",0.4557,0.457502,0.443912,0.44853,"75,446.99","2,131,203"
"Sep 03, 2019",0.469324,0.47284,0.454659,0.455383,"63,583.97","2,203,096"
"Sep 02, 2019",0.484567,0.484951,0.460826,0.469315,"26,982.90","2,312,032"
"Sep 01, 2019",0.486859,0.487556,0.482576,0.48465,"9,285.46","2,430,153"
"Aug 31, 2019",0.512219,0.512747,0.486538,0.486888,"25,516.25","2,484,031"
"Aug 30, 2019",0.512142,0.515152,0.510971,0.512261,"16,698.03","2,658,173"
"Aug 29, 2019",0.558118,0.558861,0.510526,0.512142,"36,906.11","2,701,544"
"Aug 28, 2019",0.578854,0.580456,0.558063,0.558104,"22,694.21","2,990,817"
"Aug 27, 2019",0.58788,0.590863,0.576957,0.579121,"25,202.51","3,148,610"
"Aug 26, 2019",0.60326,0.607055,0.585596,0.588001,"146,866","3,241,733"
"Aug 25, 2019",0.608314,0.616892,0.602839,0.60366,"197,914","3,354,458"
"Aug 24, 2019",0.610134,0.614637,0.60427,0.608314,"204,652","3,425,305"
"Aug 23, 2019",0.6271,0.62819,0.608373,0.609696,"194,824","3,478,349"
"Aug 22, 2019",0.674578,0.679453,0.62576,0.6271,"293,293","3,616,110"
"Aug 21, 2019",0.683734,0.691362,0.673249,0.675221,"243,661","3,937,882"
"Aug 20, 2019",0.695467,0.699161,0.68177,0.683745,"235,822","4,030,594"
"Aug 19, 2019",0.690821,0.696619,0.673962,0.695467,"302,746","4,142,507"
"Aug 18, 2019",0.681695,0.705503,0.678049,0.689486,"253,967","4,140,287"
"Aug 17, 2019",0.697941,0.703984,0.678859,0.682331,"292,743","4,140,154"
"Aug 16, 2019",0.702608,0.707104,0.695508,0.698027,"258,983","4,278,989"
"Aug 15, 2019",0.693306,0.714231,0.691266,0.702877,"153,222","4,350,947"
"Aug 14, 2019",0.73876,0.739834,0.693306,0.693306,"207,148","4,335,467"
"Aug 13, 2019",0.797915,0.798524,0.73649,0.738412,"189,518","4,818,247"
"Aug 12, 2019",0.798626,0.807738,0.788729,0.797952,"247,801","5,206,755"
"Aug 11, 2019",0.807766,0.814204,0.797225,0.798511,"242,474","5,210,406"
"Aug 10, 2019",0.813191,0.816773,0.805637,0.808441,"293,203","5,275,201"
"Aug 09, 2019",0.81789,0.824802,0.801893,0.813191,"299,954","5,306,191"
"Aug 08, 2019",0.901581,0.902707,0.814966,0.818234,"269,233",0
"Aug 07, 2019",0.95032,0.951814,0.901581,0.901581,"208,733",0
"Aug 06, 2019",0.992112,0.992112,0.934767,0.950423,"65,477.42",0
"Aug 05, 2019",0.961828,0.993288,0.943222,0.991142,"264,267",0
